size in Bytes
ID;Name;Size;CRC32;MD5;Serial;#Trusted;Status
"0492";"NBA Pro 99 (Europe)";"12582912";"588E60E8";"C5EBBDD41EAEA8BD02CF520640CCCCDF";"NB2P NUS-NB2P-UKV";1;"Trusted"
"0493";"NBA Showtime - NBA on NBC (USA)";"16777216";"A4E378F4";"881E98B47F32093C330A8B0DAD6BB65D";"NSOE ";0;"Not verified"
"0494";"Neon Genesis Evangelion (Japan)";"33554432";"A10A86AF";"5E1940CA1236A76E8F2D15DE0414AE55";"NEVJ NUS-NEVJ-JPN";1;"Trusted"
"0495";"New Tetris, The (Europe)";"12582912";"983263D7";"C4ECFEC66ECEEA23F39632AB6753300F";"NRIP NUS-NRIP-EUR";1;"Trusted"
"0496";"New Tetris, The (USA)";"12582912";"528A07FA";"7A28179B00734C9AA0F0609FAFAAFD5F";"NRIE ";0;"Not verified"
"0497";"NFL Blitz (USA)";"16777216";"9BCD670F";"7F6C5E71711DEC81E77CCF71060F67CA";"NBZE ";0;"Not verified"
"0498";"NFL Blitz - Special Edition (USA)";"16777216";"5D1907F7";"7E856FA8F743900FEBA5A4E28C234AF7";"NSZE ";0;"Not verified"
"0499";"NFL Blitz 2000 (USA)";"16777216";"7F471773";"BA49514441023722F02D41C62612F6C3";"NBIE ";0;"Not verified"
"0500";"NFL Blitz 2001 (USA)";"16777216";"18EEB41B";"E4EDD73CB036C6B143CEE9AEEED60341";"NFBE ";0;"Not verified"
"0501";"NFL Quarterback Club 2000 (Europe)";"12582912";"CEEF5C29";"75C0121D84915BF5C1FBD389CF9F9C17";"NQBP NUS-NQBP-EUR";1;"Trusted"
"0502";"NFL Quarterback Club 2000 (USA)";"12582912";"8F54F999";"EC18E3131040842E32EBAB66C7496EBD";"NQBE ";0;"Not verified"
"0503";"NFL QB Club 2001 (USA)";"12582912";"6D849E17";"FD2CBDEA0992452B52E2803224232D12";"NQCE ";0;"Not verified"
"0504";"NFL Quarterback Club 98 (Europe)";"8388608";"34A21417";"A18CA5DBC85668667AA467ADD6A62B39";"NQ8P NUS-NQ8P-EUR";1;"Trusted"
"0505";"NFL Quarterback Club 98 (USA)";"8388608";"ABF0E8F2";"709F966C30CE6DF1833E95740A5A2AB2";"NQ8E ";0;"Not verified"
"0506";"NFL Quarterback Club 99 (Europe)";"12582912";"F688BDF3";"7EC0484C2BA6AA9F0A45D7AC1F4117DA";"NQ9P NUS-NQ9P-EUR";1;"Trusted"
"0507";"NFL Quarterback Club 99 (USA)";"12582912";"44496B26";"928869D1CE001B813BA908DFE18D7F94";"NQ9E ";0;"Not verified"
"0508";"NHL 99 (Europe) (En,De,Sv,Fi)";"12582912";"F3B2AA4D";"B7E41D34D209B6CFA92E3D622F911C4E";"N9HP NUS-N9HP-EUR";1;"Trusted"
"0509";"NHL 99 (USA)";"12582912";"E5DF2AFE";"A62FA044BCB5507D358424ABDA6419DB";"N9HE ";0;"Not verified"
"0510";"NHL Blades of Steel '99 (USA)";"12582912";"1EE678FE";"349F61F9747F2D2098F305924C97A1BF";"NHOE ";0;"Not verified"
"0511";"NHL Breakaway 98 (Europe)";"12582912";"8C0C9669";"46476A5626CD99B3749AC1EE1E234FAC";"NHLP NUS-NHLP-EUR";1;"Trusted"
"0512";"NHL Breakaway 98 (USA)";"12582912";"49D86C00";"B62076FA1421B8E7FDEC2B4F8A910EA3";"NHLE ";0;"Not verified"
"0513";"NHL Breakaway 99 (Europe)";"12582912";"572060E0";"4BA95AA97ECFEE36051EBE0A9024EEE8";"NH9P NUS-NH9P-EUR";1;"Trusted"
"0514";"NHL Breakaway 99 (USA)";"12582912";"75F75B9D";"AF1D07679014760B88923A4827658CAF";"NH9E ";0;"Not verified"
"0515";"NHL Pro 99 (Europe)";"12582912";"E272867E";"A61854CF27E536C8513174FAEF08DFCB";"NHOP NUS-NHOP-EUR";1;"Trusted"
"0516";"Nightmare Creatures (USA)";"16777216";"6A1EB795";"4116CF435DB315A2481AF8D1E9352FEB";"NNCE ";0;"Not verified"
"0517";"Nintama Rantarou 64 Game Gallery (Japan)";"8388608";"8C7C2DCA";"B04957D052EF850C5EDECE69DB7377B3";"NHBJ NUS-NHBJ-JPN";1;"Trusted"
"0518";"Nintendo All-Star! Dairantou Smash Brothers (Japan)";"16777216";"04C9D3B1";"66DB457B130D31A286A23D6E4DD9726E";"NALJ NUS-NALJ-JPN";3;"Verified"
"0519";"Nuclear Strike 64 (Europe) (En,Fr)";"33554432";"9AFBFCAF";"710BA49EBD5C9A2B26653FAE93BD667A";"NCEP NUS-NCEP-EUR";1;"Trusted"
"0520";"Nuclear Strike 64 (Germany)";"33554432";"0916AB13";"D43C2E1938534363E56A22413B91D051";"NCED ";0;"Not verified"
"0521";"Nuclear Strike 64 (USA)";"33554432";"D7467294";"FFC584040D0D052FBAB4CB6C19245449";"NCEE ";0;"Not verified"
"0522";"Nushi Zuri 64 (Japan)";"16777216";"A6800EC0";"50C10082D0C077FDB5658EF5A6E3F54F";"NUTJ NUS-NUTJ-JPN";1;"Trusted"
"0523";"Nushi Zuri 64 - Shiokaze ni Notte (Japan)";"33554432";"F0BCD1CE";"EEB69597E42E2F5D2914070ACF161B4F";"NUMJ NUS-NUMJ-JPN";1;"Trusted"
"0524";"O.D.T. (Europe) (En,Fr,De,Es,It) (Proto)";"16777216";"7B870026";"E2FB4F16A039A0E302D28ACA94D5D928";"NTDP ";1;"Trusted"
"0525";"O.D.T. (USA) (En,Fr,Es) (Proto)";"16777216";"1D4A8659";"4116E492168AAFFF1BD3100C7B0AA28F";"NTDE ";1;"Trusted"
"0526";"Off Road Challenge (Europe)";"16777216";"D9FE9EE7";"E96FECBA52905DB14ADDAD7CFD61091F";"NOFP NUS-NOFP-EUR";1;"Trusted"
"0527";"Off Road Challenge (USA)";"16777216";"1A45C5AB";"AF7083FC0ABCFD5A2C6A5E971453D831";"NOFE ";0;"Not verified"
"0528";"Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1)";"41943040";"845B8711";"A45C39767D33AC21956A3D4E6C03CFA1";"NOBJ NUS-NOBJ-JPN";1;"Trusted"
"0529";"Ogre Battle 64 - Person of Lordly Caliber (USA)";"41943040";"A05AEA85";"F666E020218392E52662FDDFA1EA4F21";"NOBE NUS-NOBE-USA";1;"Trusted"
"0530";"Olympic Hockey 98 (Europe) (En,Fr,De,Es)";"8388608";"5A805C2E";"465DFD27DDAB4F5488F4DADC09B7F938";"NHNP NUS-NHNP-UKV";1;"Trusted"
"0531";"Olympic Hockey 98 (Japan)";"8388608";"9E98FCE8";"8A964671C5A4F4FC62787F1F25EDD70D";"NHNJ NUS-NHNJ-JPN";1;"Trusted"
"0532";"Olympic Hockey 98 (USA)";"8388608";"2D777652";"9C99C6D9EA98A960056C531CB78EB35B";"NHNE ";0;"Not verified"
"0533";"Onegai Monsters (Japan)";"16777216";"AC72A1C7";"3796829F54958CE103DCF5E3E8EB80B4";"NOMJ NUS-NOMJ-JPN";1;"Trusted"
"0534";"Operation WinBack (Europe) (En,Fr,De,Es,It)";"16777216";"FB96F166";"91CF1982F309BD73822165087DAD4371";"NWDP NUS-NWDP-EUR";1;"Trusted"
"0535";"Pachinko 365 Nichi (Japan)";"12582912";"42D06E32";"D60046C23400BFEBD5B051F89E7F2F07";"NPCJ NUS-NPCJ-JPN";1;"Trusted"
"0536";"Paper Mario (Europe) (En,Fr,De,Es)";"67108864";"85B3AB37";"A9BE6A493A680642D840F859A65816CA";"NMQP NUS-NMQP-EUR";1;"Trusted"
"0537";"Paper Mario (USA)";"41943040";"A7F5CD7E";"A722F8161FF489943191330BF8416496";"NMQE NUS-NMQE-USA";2;"Verified"
"0538";"Paperboy (Europe)";"12582912";"F00C5053";"B7F2EB7989C9C00096655D087D72EC51";"NYPP NUS-NYPP-EUR";1;"Trusted"
"0539";"Paperboy (USA)";"12582912";"F27114E6";"C4CBCB54B010A5A71FE5CAA391E5C25F";"NYPE ";0;"Not verified"
"0540";"Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan)";"12582912";"A33146E0";"D78E10C6B3E98F3B32FE0F23ED72DB42";"NPPJ NUS-NPPJ-JPN";1;"Trusted"
"0541";"PD Ultraman Battle Collection 64 (Japan)";"33554432";"86CC80B5";"52F4F3320607F3E8DD1A16A2F1BFBDB0";"NUBJ NUS-NUBJ-JPN";1;"Trusted"
"0542";"Penny Racers (Europe)";"8388608";"A1D6EB5B";"20DA62ECE553EDE84D02283174BECC8F";"NCRP NUS-NCRP-EUR";1;"Trusted"
"0543";"Penny Racers (USA)";"8388608";"C1E57337";"518B14054A667A3B9E0B72D3BF784E41";"NCRE ";0;"Not verified"
"0544";"Perfect Dark (Europe) (En,Fr,De,Es,It)";"33554432";"7718A714";"D9B5CD305D228424891CE38E71BC9213";"NPDP NUS-NPDP-EUR";2;"Verified"
"0545";"Perfect Dark (Japan)";"33554432";"639C0DA9";"538D2B75945EAE069B29C46193E74790";"NPDJ NUS-NPDJ-JPN";1;"Trusted"
"0546";"Perfect Dark (USA)";"33554432";"68446AD4";"7F4171B0C8D17815BE37913F535E4E93";"NPDE ";0;"Not verified"
"0547";"Perfect Dark (USA) (Rev 1)";"33554432";"4C1677F7";"E03B088B6AC9E0080440EFED07C1E40F";"NPDE ";0;"Not verified"
"0548";"PGA European Tour (USA)";"16777216";"7CDFCDAA";"617CECA1D2BEFFCE943EF832326898BF";"NEAE ";0;"Not verified"
"0549";"PGA European Tour Golf (Europe) (En,Fr,De,Es,It)";"16777216";"6B5FF959";"0112FFAADA116D172ABCE136E9043A93";"NEAP NUS-NEAP-EUU";1;"Trusted"
"0550";"Pikachuu Genki de Chuu (Japan)";"16777216";"3F6245AE";"E0BCB2758EDF0AC6AB7DB36D98E1E57C";"NPGJ NUS-NPGJ-JPN";2;"Verified"
"0551";"Pilotwings 64 (Europe) (En,Fr,De)";"8388608";"C902E57C";"3FCD4969F9A080BD2BCB913EC5D7A3BD";"NPWP NUS-NPWP-EUR";1;"Trusted"
"0552";"Pilotwings 64 (Japan)";"8388608";"3D3A84A9";"E8E6EC0692009009F5DCA6827B21F59A";"NPWJ NUS-NPWJ-JPN";2;"Verified"
"0553";"Pilotwings 64 (USA)";"8388608";"728807E7";"8B346182730CEAFFE5E2CCF6D223C5EF";"NPWE ";0;"Not verified"
"0554";"Pokemon Snap (Japan)";"16777216";"A091BD56";"FBDD74ED68E6A0CD734562D56CCB752D";"NPFJ NUS-NPFJ-JPN";1;"Trusted"
"0555";"Pokemon Stadium (Japan)";"16777216";"3139189C";"C46E087D966A35095DF96799B0B4FFAE";"CPSJ NUS-CPSJ-JPN";1;"Trusted"
"0556";"Pokemon Stadium 2 (Japan)";"33554432";"40AA4874";"2449BB712A64E3363A6CBD56F5ADEDA5";"CP2J NUS-CP2J-JPN";1;"Trusted"
"0557";"Pokemon Stadium Kin Gin (Japan)";"67108864";"CBC3B935";"A17AADCC962393D476EDC321E59C504B";"NP3J NUS-NP3J-JPN";1;"Trusted"
"0558";"Pokemon Puzzle League (Europe)";"33554432";"75839254";"2EF9FA16DE2A09EA15B6289447F40490";"NPNP NUS-NPNP-EUR";1;"Trusted"
"0559";"Pokemon Puzzle League (France)";"33554432";"C3AA0074";"A3BA044DFC00BB766B4B2BFB9D4B5BE9";"NPNF NUS-NPNF-FRA";1;"Trusted"
"0560";"Pokemon Puzzle League (Germany)";"33554432";"AC543150";"000364BAC80E41D9060A31A5923874B7";"NPND ";0;"Not verified"
"0561";"Pokemon Puzzle League (USA)";"33554432";"8B9C598F";"E722576A15182CFED6782379CE4BC8BE";"NPNE ";0;"Not verified"
"0562";"Pokemon Snap (Australia)";"16777216";"CDEA6D4C";"E5A0CA3DC54B38EA7FCD927E3CFFAD3B";"NPFU ";0;"Not verified"
"0563";"Pokemon Snap (Europe)";"16777216";"F824A057";"F2A8106403D2BF9350BFEAB08689D54A";"NPFP NUS-NPFP-EUR";2;"Verified"
"0564";"Pokemon Snap (France)";"16777216";"EC843586";"E9028F9CCC307806695DD81742D05D5D";"NPFF NUS-NPFF-FRA";2;"Verified"
"0565";"Pokemon Snap (Germany)";"16777216";"10C27B3C";"144B8906DC40534CFBEF6D7B994A982B";"NPFD NPFD";3;"Verified"
"0566";"Pokemon Snap (Italy)";"16777216";"DF56E922";"8E1968191DD27655C03BE812CF041A95";"NPFI NUS-NPFI-ITA";2;"Verified"
"0567";"Pokemon Snap (Spain)";"16777216";"371B787F";"A45D7115BE5A06FD1567F9F913C3BDF8";"NPFS NUS-NPFS-ESP";2;"Verified"
"0568";"Pokemon Snap (USA)";"16777216";"86A69756";"FC3C9329B7CDD67CF7650ABF63B9A580";"NPFE ";1;"Trusted"
"0569";"Pokemon Snap Station (USA) (Demo) (Kiosk)";"16777216";"E22A00D0";"A9C272687DABD59C5144774B53BCC35A";"NPHE ";0;"Not verified"
"0570";"Pokemon Stadium (Europe)";"33554432";"DC57508D";"2859090D78581E0925A3AF8045E81E4B";"NPOP ";0;"Not verified"
"0571";"Pokemon Stadium (Europe) (Rev 1)";"33554432";"DA889668";"31EE2DE8E65E30F5934C450DBAA924F0";"NPOP NUS-NPOP-EUR";1;"Trusted"
"0572";"Pokemon Stadium (France)";"33554432";"5DD92D4C";"0E85A098D0F0E8A7EB572A69612A6873";"NPOF NUS-NPOF-FRA";1;"Trusted"
"0573";"Pokemon Stadium (Germany)";"33554432";"9F22A945";"24BE2CCB0DEA0755908C02BF67E22FE5";"NPOD NPOD";1;"Trusted"
"0574";"Pokemon Stadium (Italy)";"33554432";"F155C465";"A81321759AF38BEB30A40FDACA2EA22A";"NPOI NUS-NPOI-ITA";1;"Trusted"
"0575";"Pokemon Stadium (Spain)";"33554432";"F02CD5EB";"D14A499BC4E324974EAE3E42DEC58625";"NPOS NUS-NPOS-ESP";1;"Trusted"
